,URL,名前,メンバー,人数,性別,別名,結成年,結成-1-1,解散年,解散-1-1,事務所,活動時期,師匠,出身,影響,出会い,旧コンビ名,旧トリオ名,旧グループ名,現在の活動状況,芸種,ネタ作成者,現在の代表番組,過去の代表番組,同期,公式サイト,受賞歴,YouTube
748,https://ja.wikipedia.org/wiki/%E5%A4%A9%E7%AB%BA%E9%BC%A0,天竺鼠,川原 克己 瀬下 豊,2,11,,2004年,2004/1/1,,,吉本興業,2004年 -,,NSC大阪校26期,,高校時代,,,,テレビ・ライブなど,コント、漫才,川原克己,,デルフォイの神託 炎上base,かまいたち 和牛 藤崎マーケット 山名文和（アキナ） 河井ゆずる（アインシュタイン） バイク川崎バイク 守谷日和 など,https://profile.yoshimoto.co.jp/talent/detail?id=393,2007年 BGO上方笑演芸大賞 新人賞 2008年 笑いの超新星 新人賞 2009年 ABCお笑い新人グランプリ 最優秀新人賞 2009年 BGO上方笑演芸大賞 イベントタイトル賞 2014年 ABCお笑いグランプリ 優勝,
749,https://ja.wikipedia.org/wiki/%E3%81%A6%E3%82%93%E3%81%97%E3%81%A8%E3%81%82%E3%81%8F%E3%81%BE,てんしとあくま,かんざき 川口敦典,2,11,,2008年,2008/1/1,,,よしもとクリエイティブ・エージェンシー,2008年 - 2020年,,NSC大阪校24期（かんざき） NSC大阪校29期（川口）,,,天使と悪魔,,,活動休止,コント、漫才,,,,"エハラマサヒロ  若井おさむ  イシバシハザマ  小笠原まさや  （かんざき） 見取り図  吉田たち  コマンダンテ  金属バット （川口）

など",https://profile.yoshimoto.co.jp/talent/detail?id=5096,,
750,https://ja.wikipedia.org/wiki/%E3%83%87%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%A9%E3%82%B9,デンジャラス,ノッチ 安田和博,2,11,アダモチャン,1988年,1988/1/1,,,太田プロダクション,1988年 -,,劇団東京ヴォードヴィルショー,,劇団東京ヴォードヴィルショー,,,,テレビ・ライブなど,コント、ものまね,両者,,ボキャブラ天国,爆笑問題 さまぁ?ず 月亭方正 島田珠代 山田花子など,https://www.ohtapro.co.jp/talent/dangerous.html,1993年 第11回ビートたけしのお笑いウルトラクイズ 一度も写らなかったで賞,
751,https://ja.wikipedia.org/wiki/%E3%83%86%E3%83%B3%E3%82%B7%E3%83%A7%E3%83%B3_(%E3%81%8A%E7%AC%91%E3%81%84),テンション (お笑い),田口浩正 小浦一優,2,11,,1988年,1988/1/1,,,ホリプロ,1988年 - 1993年,,,,同郷,,,,活動休止中（田口は俳優、小浦はピンなどで活動）,コント,,,怒涛のくるくるシアター 電動くるくる大作戦 など,さまぁ?ず、月亭方正,,,
752,https://ja.wikipedia.org/wiki/%E3%83%87%E3%83%B3%E3%82%B7%E3%83%AC%E3%83%B3%E3%82%B8,デンシレンジ,中島和広 小林敦史,2,11,,,,,,プロダクションHIT,,,,,,,,,,漫才,,,,,http://p-hit.net/html/talent15_den.html,,
753,https://ja.wikipedia.org/wiki/%E5%A4%A9%E6%B4%A5_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),天津 (お笑いコンビ),木村卓寛 向清太朗,2,11,,1999年,1999/1/1,,,吉本興業,1999年 -,,NSC大阪校21期,,NSC,,,,テレビ、ライブなど,漫才,,,PON! 爆笑レッドカーペット 麒麟の部屋など,レギュラー 千鳥 村田秀亮（とろサーモン） 森三中など,https://profile.yoshimoto.co.jp/talent/detail?id=167,,
754,https://ja.wikipedia.org/wiki/%E3%83%86%E3%83%B3%E3%83%80%E3%83%A9%E3%83%BC,テンダラー,白川悟実 浜本広晃,2,11,,1994年,1994/1/1,,,吉本興業,1994年6月 -,,NSC大阪校8期（白川） 事務所直入（浜本）,ジャリズム,ショーパブ「アランドロン」,$10,,,テレビ・ライブなど,漫才、コント,浜本広晃,,,白川 千原兄弟 FUJIWARA バッファロー吾郎 なだぎ武 博多華丸・大吉 チャンス大城 大山英雄 など浜本 ロンドンブーツ1号2号  DonDokoDon COWCOW 2丁拳銃 小籔千豊 土肥ポン太 ペナルティ サバンナ など,https://profile.yoshimoto.co.jp/talent/detail?id=627,2009年 BGO上方笑演芸大賞 改名賞 2013年 第48回上方漫才大賞 奨励賞 2015年 第50回上方漫才大賞 大賞,
755,https://ja.wikipedia.org/wiki/%E3%83%86%E3%83%B3%E3%83%91%E3%81%A1%E3%82%83%E3%82%93,テンパちゃん,釘宮直樹 実崎弘太郎,2,11,,,,,,ワタナベエンターテインメント,2006年 - 2010年,,ワタナベコメディスクール2期,,,,,,,コント,,,,風犬ナンジャ、しんのすけとシャン、 ハライチ、山陽ピッツァ、 バービー（フォーリンラブ）、 菰岡真実（めっちぇん）、橋本まさを,http://www.watanabepro.co.jp/mypage/artist/tenpachan.html,,
756,https://ja.wikipedia.org/wiki/%E5%9C%9F%E5%B1%85%E4%B8%8A%E9%87%8E,土居上野,土居祥平 上野聖和,2,11,,2004年,2004/1/1,,,ワタナベエンターテインメント九州事業本部　2011年7月-,,,お笑い番長　2006年-,,福岡県立鞍手高等学校,,,,ライブ・TV・ラジオ,漫才,,「土居上野の日曜日の宿題」（KBCラジオ）、「VERO2VA」（KBCラジオ）、コレカラ（TNC）,ちかっぱ!～お笑いスカウトバトル（TNC）、ナンデモ特命係発見らくちゃく!（FBS）,クマムシ、ハチクミ、サンシャイン、メタルラック、にわか、バリカタ、篠原けんじ、など。,,M-1甲子園福岡大会優勝　2005年7月,
757,https://ja.wikipedia.org/wiki/TOKYO_COOL,TOKYO COOL,カンカン 前すすむ,2,11,,2015年,2015/1/1,,,SMA NEET Project,2015年 -,,NSC大阪校15期（前すすむ）,,,全力じじぃ カンカン マイネームイズ →GOBUGOBU →赤いタンバリン →（ピン芸人） →浜風キット →カンカン（ピン芸人） 前すすむ こんらんチョップ →電撃ホルモンや →グーとパー,,,テレビ・ライブなど,漫才,カンカン,有田ジェネレーション,,烏龍パーク、ブー藤原 (前すすむ),https://www.neet-project.com/profile/zenryoku/,,
758,https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E3%82%BF%E3%82%A4%E3%83%84,東京タイツ,イッキ 清水聖,2,11,,2006年,2006/1/1,2010年,2010/1/1,太田プロダクション,2006年 - 2010年,,,,,,,,解散（イッキは声優、清水はピンで活動）,コント,,なし,,,http://www.k4.dion.ne.jp/~sshimizu/,,
759,https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E3%83%80%E3%82%A4%E3%83%8A%E3%83%9E%E3%82%A4%E3%83%88,東京ダイナマイト,松田大輔 ハチミツ二郎,2,11,,1996年（初代） 2001年（二代目）,1996/1/1,,,トンパチ・プロ→ オフィス北野→ オスカープロモーション （ハチミツのみ、松田は引き続きオフィス北野）→ フリー→ 吉本興業,1996年（2001年） -,浅草キッド,新宿ラ・ママ,ビートたけし,青木さやかの紹介,,,,テレビ・ライブなど,漫才、コント,ハチミツ二郎,,笑いの金メダル 登龍門F 完売劇場,タカアンドトシ ブラックマヨネーズ 野性爆弾 豊本明長（東京03） スピードワゴンなど （松田） 品川庄司 西田幸治（笑い飯） ランディーズ 角田晃広（東京03） ラーメンズなど （ハチミツ）,https://profile.yoshimoto.co.jp/talent/detail?id=2803,2004年 M-1グランプリ 決勝8位 2009年 M-1グランプリ 決勝6位 2013年 THE MANZAI 決勝進出,
760,https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E3%83%9A%E3%83%BC%E3%83%AB%E3%83%AF%E3%83%B3,東京ペールワン,ユンボ安藤 エール橋本,2,11,,,,,,西口エンタテインメント,,,,,,アンポンタン（安藤） トレメンダンス（橋本）,,,ライブ中心,漫才 コント,,,,,,,
761,https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E3%83%9B%E3%83%86%E3%82%A4%E3%82%BD%E3%83%B3,東京ホテイソン,ショーゴ たける,2,11,,2015年,2015/1/1,,,グレープカンパニー,2014年9月21日 -,,NSC東京校20期（ショーゴ）,笑い飯[1],相方募集サイト,篠突く雨（ショーゴ）[2] 東京ウッド・ワイルド（たける）[3],,,テレビ、ライブ、ラジオなど,漫才,ショーゴ,ラヴィット!,RADIO UnoZero,ティモンディ あいなぷぅ（パーパー） 賀屋壮也（かが屋）,https://grapecom.jp/talent_writer/tokyo-hoteison/,2018年 第39回ABCお笑いグランプリ 準優勝 2020年 M-1グランプリ 決勝第10位,https://www.youtube.com/channel/UCNKU6ZxHDLgzTgiz0Wnek-Q
762,https://ja.wikipedia.org/wiki/%E6%9D%B1%E6%B4%8B%E6%9C%9D%E6%97%A5%E4%B8%B8%E3%83%BB%E6%97%A5%E5%87%BA%E4%B8%B8,東洋朝日丸・日出丸,東洋朝日丸 東洋日出丸,2,11,,1963年,1963/1/1,,,,,宮川右近（日出丸） 三門博（朝日丸）,,,,,,,,浪曲漫才,,,,,,,
763,https://ja.wikipedia.org/wiki/%E7%9B%97%E6%B6%99%E7%8E%8B,盗涙王,原田誉之 NAKA,2,11,,2007年2月24日、2013年8月,2007/1/12,2011年2月16日、2014年12月30日,2014/1/11,フリー,2007年 ‐ 2011年 2013年 ‐ 2014年,,NSC12期生,,NSC,SaruBeer（原田） シャ楽（NAKA）,,,解散,コント、漫才,,,エンタの天使 エンタの神様,南国姉妹 渡辺直美 ジャングルポケット 御茶ノ水男子,,,
764,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%BC%E3%82%BF%E3%83%AB%E3%83%86%E3%83%B3%E3%83%9C%E3%82%B9,トータルテンボス,大村朋宏 藤田憲右,2,11,,1997年,1997/1/1,,,吉本興業,1998年 -,,NSC東京校3期,ロンドンブーツ1号2号,小学校時代,,,,テレビ・ライブツアーなど,漫才、コント,大村朋宏,くさデカ めちゃ2ユルんでるッ! テンボス×テンボス げなパネ! ぬきさしならナイト! など,ぐるぐるスクール 笑っていいとも! ワイ!ワイ!ワイ! 音笑!MMM 爆笑オンエアバトル エンタの神様 爆笑レッドカーペット など,サンドウィッチマン 鈴木Q太郎（ハイキングウォーキング ） 永井佑一郎 ノンストップバス 犬の心 ザブングルなど,,2006年 元気ハツラツぅ? CMバトル優勝 2007年 M-1グランプリ準優勝 2008年 爆笑オンエアバトル第10代チャンピオン 2009年 爆笑オンエアバトル第11代チャンピオン 2009年 S-1バトル月間チャンピオン（3月・5月） 2010年 爆笑オンエアバトル第12代チャンピオン 2010年 S-1バトル殿堂入り（ラウンド2）,https://www.youtube.com/channel/UCriA6OetuAB_S9UCnvR-HdQ
765,https://ja.wikipedia.org/wiki/%E3%83%89%E3%83%BC%E3%83%8A%E3%83%84%E3%83%BB%E3%83%94%E3%83%BC%E3%83%8A%E3%83%84,ドーナツ・ピーナツ,ピーナツ ドーナツ,2,11,,2014年,2014/1/1,,,吉本興業,,中田カウス,NSC東京校19期,,高校,赤ジャージ 中田ドーナツ・ピーナツ,,,,,ピーナツ,,,サンパウロ プードル ダブルヒガシ ちからこぶ 真輝志（きんめ鯛） きむらバンド（たくろう） オダウエダ カベポスター バッテリィズなど,https://profile.yoshimoto.co.jp/talent/detail?id=6437,,
766,https://ja.wikipedia.org/wiki/%E3%81%A9%E3%83%BC%E3%82%88,どーよ,テル ケンキ,2,11,,1996年,1996/1/1,2009年,2009/1/1,サンミュージック企画,1996年 - 2009年,,,,,Do-Yo,,,解散（共にピンで活動）,漫才、コント,ケンキ,なし,爆笑オンエアバトル 天才てれびくんシリーズ エンタの神様 など,,,,
767,https://ja.wikipedia.org/wiki/%E3%81%A9%E3%81%8D%E3%81%A9%E3%81%8D%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%97,どきどきキャンプ,佐藤満春 岸学,2,11,,2001年,2001/1/1,,,ケイダッシュステージ,2001年8月 -,,,ドランクドラゴン,,ハーバード,,,テレビ・ライブなど,コント、漫才,岸学 （単独では佐藤が作ったネタも披露される）,,爆笑オンエアバトル オンバト+ 笑いの金メダル エンタの神様 爆笑レッドカーペット など,,http://www.kdash.jp/profile/stage/dokidoki/index.php,,
768,https://ja.wikipedia.org/wiki/%E3%83%88%E3%82%AD%E3%83%A8%E3%82%A2%E3%82%AD%E3%82%A4,トキヨアキイ,よし ササ,2,11,,2015年,2015/1/1,,,ケイダッシュステージ,2015年 -,,ワタナベコメディスクール14期,,お笑い養成所の同期,,,,テレビ、ライブ,漫才,,,ウケメン,サツマカワRPG、フレンチぶる、さんだる,http://www.kdashstage.jp/profile/archives/65,,
769,https://ja.wikipedia.org/wiki/%E3%83%88%E3%82%AF%E3%83%88%E3%82%B3,トクトコ,徳富啓太 床並ヒトシ,2,11,,1992年,1992/1/1,2009年,2009/1/1,吉本興業,1992年 - 2009年,,NSC大阪校11期,,大阪府立寝屋川高等学校の同級生,徳富床並 トクトミトコナミ,,,解散、徳富が「デジタルケイタ」で活動中。,漫才,,,,陣内智則 ケンドーコバヤシ たむらけんじ 中川家など,,第24回 NHK上方漫才コンテスト 優秀賞 爆笑BOOING 5週勝ち抜きチャンピオン,
770,https://ja.wikipedia.org/wiki/%E5%9C%9F%E4%BD%90%E5%85%84%E5%BC%9F,土佐兄弟,土佐卓也 土佐有輝,2,11,,2013年,2013/1/1,,,ワタナベエンターテインメント,2014年 -,,ワタナベコメディスクール18期,,兄弟,セブンアップ,,,ライブ・テレビ,漫才、コント,土佐有輝,,,まちゅ、マドモアゼルズ、フワちゃん,https://www.watanabepro.co.jp/mypage/4000071/,お笑いハーベスト大賞2018 決勝進出,https://www.youtube.com/channel/UC6tCT6LpekaoNPjpWVN9SYg
771,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%83%E3%82%AB%E3%82%B0%E3%83%B3,トッカグン,小野寺耕平,2,11,,2008年4月20日,2008/1/14,,,吉本興業東京本社,,,NSC東京校12期,,,,,,,コント、漫才、ものまね、テカテカ芸人,,,天海祐希・石田ゆり子のスナックあけぼの橋 ウチのガヤがすみません! The NIGHT サバチャレ ゴリゴリハック ザ・ラストヒーロー～ヘラクレス掟～,渡辺直美 ジャングルポケット ジェラードンなど,,,https://www.youtube.com/channel/UCb95HsjFs3cPqDsiSIiZaRg
772,https://ja.wikipedia.org/wiki/%E3%81%A9%E3%81%A3%E3%81%A1%E3%80%9C%E3%81%9A,どっち?ず,宮本ムサシ たかとりじゅん,2,11,,2007年10月1日,2007/1/1,解散は不明,,各々事務所が違う,2007年 - 不明,,,,,COMS,,,テレビ・ラジオなど,ガチゆるリポート,,,湘南まるごと?どっちすき!? 38COM-SHOW,,http://www.myjcom.jp/tv/channel/kanto/docchi-suki.html「湘南まるごと?どっちすき!?」,,
773,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%83%E3%83%88,トット,多田智佑 桑原雅人,2,11,,2009年,2009/1/1,,,吉本興業,2009年 -,,NSC大阪校27期,中田ダイマル・ラケット（桑原）,旭高等学校,ハスキーボイス,,,よしもと漫才劇場 など,漫才・コント,両者,,,GAG、ジュリエッタ、学天即など,https://profile.yoshimoto.co.jp/talent/detail?id=3379,2015年 第1回上方漫才協会大賞 トータルコーディネイト賞  2016年 第2回上方漫才協会大賞 文芸部門賞  2016年 NHK新人お笑い大賞 大賞 2017年 第3回上方漫才協会大賞 大賞 2017年 第52回上方漫才大賞 新人賞,
774,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%83%E3%83%97%E3%83%AA%E3%83%BC%E3%83%89,トップリード,和賀勇介 新妻悠太,2,11,,2001年,2001/1/1,2018年,2018/1/1,太田プロダクション,2001年2月 - 2018年2月6日,,東京アナウンス学院,,小学校,,,,解散 （和賀はピンで活動、新妻は引退）,コント、漫才,新妻悠太,,爆笑オンエアバトル オンバト+ 笑・神・降・臨 爆笑レッドカーペット  有吉弘行のダレトク!? 超ハマる!爆笑キャラパレードなど,,,2011年 オンバト+ 初代チャンピオン 2011年  キングオブコント 決勝8位 2012年 キングオブコント 決勝8位,
775,https://ja.wikipedia.org/wiki/%E3%81%A9%E3%81%A6%E3%81%A1%E3%82%93%E3%83%AC%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%BC,どてちんレンジャー,野崎修三郎 岩原弘幸,2,11,,2007年,2007/1/1,2012年,2012/1/1,太田プロダクション,2007年4月 - 2012年12月,,スクールJCA8期（岩原）,,,やまうば（野崎）,,,解散（岩原のみピンで活動）,,,,,,http://supokon.main.jp/blog/,,
776,https://ja.wikipedia.org/wiki/%E3%83%89%E3%83%89%E3%82%93,ドドん,石田芳道 安田義孝,2,11,,2009年4月6日,2009/1/14,,,浅井企画,,,,,,安田石田,,,,漫才,安田義孝,,,,http://asaikikaku.co.jp/talent/profile/dodon,「第2回 仙台お笑いコンテスト」仙台ガールズプロレスリング賞 「歌ネタ王決定戦2015」ファイナリスト,
